"ProjectID","Project Title","PAAS Code","Approval Status","Fund","PAG Value","Start Date","End Date","Country(ies)","Lead Org Unit","Theme(s)","Donor(s)","Total Expenditure","Total Contribution","Total Contribution - Total Expenditure","Total PSC"
"2548","Support My School Campaign in South Asian Countries & Sanitation and Waste Water Management System for Bhutan","W075","Pending Approval","FWS","500,000","1-Jan-14","30-Apr-17","Bangladesh, Bhutan, India, Sri Lanka, Nepal","Urban Basic Services","Urban Basic Services","Coca Cola - Atlanta , , COCA COLA - ATLANTA","495,625","484,705","-10,920","31,775"
"2550","Projet d'Apui a la Resilience Urbaine/Goz Beida PARURBA/GB","C388","Pending Approval","TIP","2,115,000","1-Feb-14","31-Dec-16","Chad","Regional Office for Africa","Housing and Slum Upgrading, Urban Planning and Design","UNDP Res Rep Chad, UNDP-CHAD","268,200","0","-268,200","17,546"
"2552","Water supply, composting and disaster proofing for selected villages in 5 districts in 3 southern provinces of Salavanh, Sekong and Attapeu","W077","Pending Approval","FWS","1,480,000","1-Jan-14","31-Dec-18","Laos","Urban Basic Services","Urban Basic Services","IFAD , , IFAD-HQ INTERNATIONAL FUND FOR AGRICULTURE DEVEL","924,788","999,995","75,208","41,528"
"2553","Water, Sanitation and Hygiene in Disaster Prone Communities in Northern Ghana","W079","Pending Approval","FWS","8,760,102","1-Jun-14","31-Dec-18","Ghana","Urban Basic Services","Urban Basic Services","UNDP Multi Donor Trust Fund Office, , UNDP MPTF (Multi-Partner Trust Fund)","7,184,034","4,775,466","-2,408,569","249,971"
"2554","Kipunguni B Water Supply and Sanitation Project","P-14-02-24-12","Pending Approval","FWS","93,800","5-Nov-12","5-Feb-13","Tanzania","Urban Basic Services","","","0","0","0","0"
"2557","Preliminary studies for Phase I Metropolitan Bicycle Master Plan","W076","Pending Approval","FOD","89,001","1-Oct-13","31-May-16","Colombia","Urban Basic Services","Urban Basic Services, Urban Planning and Design","UNDP Res Rep Colombia, AREA MET DEL VALLE DE ABURRA AMVA","84,381","82,202","-2,179","9,707"
"2558","Rehabilitation of Community Infrastructure, Imrpovement of Livelihoods and Empwerment of Women in the Northern and Eastern Provinces of Sri Lanka","D400","Pending Approval","QXB","3,638,294","1-Apr-14","30-Sep-16","Sri Lanka","Regional Office for Asia and the Pacific","Cross Cutting, Housing and Slum Upgrading, Risk Reduction and Rehabilitation","PM of Japan to the United Nations, , PM OF JAPAN TO THE UNITED NATIONS","3,587,452","3,638,187","50,735","234,743"
"2559","Shelter and Infrastructure Support for Non-Camp Refugees","N057","Pending Approval","QXB","2,500,155","1-Feb-14","31-Dec-14","Iraq","Regional Office for Arab States","Risk Reduction and Rehabilitation, Urban Basic Services","UNHCR , UNHCR-SUDAN UNITED NATIONS HIGH COMMISSIONER FOR","2,291,392","2,449,292","157,899","109,114"
"2560","Safer Cities Programme in Suleimaniyah, Kurdistan Region","N060","Pending Approval","QXB","329,537","9-Sep-14","31-Jul-16","Iraq","Regional Office for Arab States","Cross Cutting","PM of Iraq to the United Nations, PM OF IRAQ TO THE UNITED NATIONS","154,073","154,336","263","10,080"
"2561","Strengthening Urban and Regional Planning in KRG - Iraq","N061","Pending Approval","QXB","944,000","9-Sep-14","30-Jun-16","Iraq","Regional Office for Arab States","Urban Planning and Design","PM of Iraq to the United Nations, PM OF IRAQ TO THE UNITED NATIONS","585,743","654,113","68,370","38,318"
"2562","Rehabilitation and Reconstruction Response Facility Phase VIII","D395","Pending Approval","FJP","47,300","1-Jan-14","31-Dec-14","Regional - Asia","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","PM of Japan to the United Nations, PM OF JAPAN TO THE UNITED NATIONS, PM OF JAPAN TO THE UNITED NATIONS","47,054","47,300","246","5,413"
"2565","Cities Prosperity Initiative (2013-2015) - CORPORATACION ANDINA DE FOMENTO - VENEZUELA","H159","Pending Approval","FOD","75,000","1-Apr-13","31-Dec-16","Venezuela","Research and Capacity Development","Research and Capacity Development","Corporacion Andina de Fomento (CAF), , CORPORACION ANDINA DE FOMENTO - CAF","238,726","240,000","1,275","27,425"
"2570","Post-Yolanda Support for Safer Homes and Settlements. A shelter and community recovery programme for better lives in the Visayas, Republic of the Philippines","D397","Pending Approval","FPP","2,500,000","1-Apr-14","30-Jun-15","Philippines","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","PM of Japan to the United Nations, , PM OF JAPAN TO THE UNITED NATIONS","2,465,621","2,500,000","34,379","161,091"
"2571","Shelter Provision, Reintegration and Improved Livelihoods for Returnees and IDPs in 4 Towns in Somaliland","C380","Pending Approval","QXB","2,300,000","1-Apr-14","31-Dec-16","Somalia","Regional Office for Africa","Risk Reduction and Rehabilitation","PM of Japan to the United Nations, , PM OF JAPAN TO THE UNITED NATIONS","2,452,734","2,300,000","-152,734","143,438"
"2573","Humanitarian WASH Response for Returning Households after Displacement in FATA, Pakistan (CERF III)","D407","Pending Approval","QXB","299,999","1-Apr-14","30-Sep-16","Pakistan","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation, Urban Basic Services","United Nations General Trust Fund, , UNITED NATIONS GENERAL TRUST FUND INTERNAL UMOJA USE","260,575","299,999","39,424","17,047"
"2578","Enhancing the Role of Union of Municipalities to Respond to Refugees' and Host Communities' Needs in South Lebanon","C383","Pending Approval","QXB","308,481","1-Jan-14","31-Oct-16","Lebanon","Regional Office for Arab States","Housing and Slum Upgrading, Risk Reduction and Rehabilitation, Urban Basic Services","UNHCR , , UNHCR-HQ, UNHCR-HQ","751,572","438,773","-312,799","49,168"
"2579","Enhancing the Role of Union of Municipalities to Respond to Refugees' and Host Communities' Needs in Beirut/Mt Lebanon","C382","Pending Approval","QXB","348,178","1-Jan-14","31-Oct-16","Lebanon","Regional Office for Arab States","Housing and Slum Upgrading, Risk Reduction and Rehabilitation, Urban Basic Services","UNHCR/UNBRO -Switzerland , , UNHCR-HQ, UNHCR-HQ","381,444","300,000","-81,444","24,954"
"2580","Rapid Shelter Recovery Assistance to Communities Most Severely Hit by Floods Caused by Cyclones Wutip and Nari in Cambodia","D401","Pending Approval","QXB","324,785","1-Mar-14","31-Dec-14","Cambodia","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","Malteser International, , MALTESER INTERNATIONAL","324,142","322,331","-1,811","21,206"
"2583","Vulnerablitity Assesment for delivering Policy Advice on Repeated Disasters in Baluchistan, Pakistan","D405","Pending Approval","QXB","50,553","15-Apr-14","31-Jul-16","Pakistan","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","Canadian International Development Agency (CIDA), CANADIAN INTERNATIONAL DEVELOPMENT AGENCY - CIDA NAIROBI","50,553","53,818","3,266","3,307"
"2584","Establishment of the First Integrated Resource Recovery Center in Pakistan","D404","Pending Approval","QXB","268,598","1-Apr-14","31-May-16","Pakistan","Regional Office for Asia and the Pacific","Urban Basic Services","ESCAP - Thailand , , UN ECONOMIC AND SOCIAL COMMISSION FOR ASIA AND THE PACIFIC - ESCAP","259,049","259,236","187","16,712"
"2585","Trust Fund for Integrated Urban Basic Services for Human Settlements","TF005","Pending Approval","FNE","1,287,337","23-May-17","31-Jul-18","GLOBAL","Urban Basic Services","Urban Basic Services, Urban Economy, Urban Planning and Design","","0","0","0","0"
"2588","Immediate Shelter Assistance addressing the lifesaving needs of most vulnerable Returnees in area of return FATA, Pakistan (CERF III)","D402","Pending Approval","QXB","922,290","1-Apr-14","31-Dec-14","Pakistan","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","United Nations General Trust Fund, , UNITED NATIONS GENERAL TRUST FUND INTERNAL UMOJA USE","922,289","985,488","63,199","60,337"
"2589","Building Flood Risk Reduction Capacity in Lusaka City, Zambia","C386","Approved","TIP","365,000","1-Jan-14","31-Dec-16","Zambia","Regional Office for Africa","Housing and Slum Upgrading, Risk Reduction and Rehabilitation, Urban Planning and Design","UNDP Res Rep Zambia , , UNDP-ZAMBIA","356,565","190,749","-165,816","16,939"
"2593","Joint Programme on Local Governance and Decentralised Service Delivery, UN-JPLG (Phase II) _NORWAY","C385","Approved","QXB","987,285","1-Jan-13","31-Dec-17","Somalia","Regional Office for Africa","Urban Land, Legislation & Governance","UNDP (SO), UNDP Multi Donor Trust Fund Office, , GROUP OF SPONSORS, UNDP MPTF (Multi-Partner Trust Fund), UNDP-SOMALIA","1,256,781","930,461","-326,320","82,550"
"2595","Evaluation of BASF Stiftung-UN-Habitat programme contribution towards sustainable development","W078","Approved","FWS","115,000","12-May-14","31-Oct-16","GLOBAL, Regional - Africa, Regional - Latin America and Caribbean, Regional Office - Arab States","Urban Basic Services","Urban Basic Services, Urban Economy, Urban Planning and Design","BASF Stiftung, BASF AG","109,834","-5,156","-114,990","7,638"
"2596","Core Evaluation Activities for the 2014-2015 Workplan","T080","Approved","FNE","258,646","1-Jan-14","31-Dec-16","GLOBAL","Executive Office","Evaluation","PM of Sweden to the United Nations, Swedish International Development Cooperation Agency (SIDA) , GROUP OF SPONSORS","186,728","120,247","-66,481","0"
"2600","SUD-Net (Networking and Public Space Projects)","P-14-05-05-69","Pending Approval","FOD","530,201","1-Jan-12","31-Dec-14","","External Relations","External Relations","","0","0","0","0"
"2601","SUD-Net (Networking and Public Space Projects)","J090_B","Approved","FOD","530,201","1-Jan-12","31-Dec-14","","External Relations","External Relations","Swedish International Development Cooperation Agency (SIDA)","672,380","2,350,324","1,677,944","93,524"
"2602","Mainstreaming biodiversity conservation in tourism sector development in Jordan","N059","Approved","QXB","52,000","3-Aug-14","31-May-16","Jordan","Regional Office for Arab States","Cross Cutting, Research and Capacity Development , Urban Planning and Design","UNDP Res Rep Jordan , UNDP-JORDAN","46,422","0","-46,422","2,987"
"2603","Strengthening capacities of Member States in the Asian and Pacific Region to mainstream climate change concerns into national urban-related policies (Development Account Project UN-Habitat with UNESCAP and UNEP)","9171","Approved","ROA","730,000","1-Jun-14","30-Jun-18","Bangladesh, Cambodia, Laos, Sri Lanka, Myanmar, Nepal, Pakistan, Philippines, Papua New Guinea, Thailand, Vietnam","Regional Office for Asia and the Pacific","Urban Planning and Design","UN Headquarters (UNHQ)","45,709","24,309,890","24,264,182","0"
"2604","Eco-civilization Indicator System for China","D414","Approved","QXB","50,000","1-May-14","31-Dec-15","China","Regional Office for Asia and the Pacific","Research and Capacity Development , Urban Planning and Design","AHS, ASIAN HABITAT SOCIETY - AHS","43,615","45,000","1,385","3,965"
"2605","Support to Profiling Urban Risk and Resilience","D399","Approved","QXB","20,000","1-Jan-14","30-Apr-14","Regional - Asia","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","PM of Japan to the United Nations, PM OF JAPAN TO THE UNITED NATIONS","20,009","20,000","-9","1,309"
"2607","Strengthening Resiliency and Safety in Urban Informal Settlements in 3 Metro Manila Cities and their partner Local Government Units in the Visayas – Joint Project with UNICEF","D406","Approved","QXB","335,000","1-May-14","28-Feb-15","Philippines","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation, Urban Planning and Design","UNICEF - Philippines , , UNICEF-PHILIPPINES","328,463","0","-328,463","21,530"
"2609","Transformation of Urban Management in Myanmar - Capacity Building for Urban Management","D410","Approved","QXB","931,172","1-Oct-14","31-Aug-17","Myanmar","Regional Office for Asia and the Pacific","Cross Cutting, Knowledge Management, Research and Capacity Development , Urban Planning and Design","Asian Development Bank (ADB), , ASIAN DEVELOPMENT BANK - ADB","911,401","926,796","15,395","46,659"
"2610","Projet Développement Urbaine et Amélioration de l'Habitat III - DURAH III.","C405","Approved","TIP","408,205","1-Jun-14","31-Dec-17","Chad","Regional Office for Africa","Housing and Slum Upgrading, Urban Planning and Design","UNDP Res Rep Chad, GROUP OF SPONSORS, UNDP-CHAD","286,529","0","-286,529","18,745"
"2611","Safer Coastal and Urban Communities through Inclusive Disaster Risk Reduction in Myanmar (DIPECHO IX)","D412","Approved","QXB","485,731","1-May-14","31-Mar-16","Myanmar","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","Action Aid, , ACTIONAID INTERNATIONAL - UK","482,525","481,371","-1,154","31,764"
"2613","State of Afghan Cities Programme","D409","Approved","QXB","329,875","30-Jun-14","30-Sep-15","Afghanistan","Regional Office for Asia and the Pacific","Research and Capacity Development","Department of Foreign Affairs and Trade of Government of Australia , , DEPT OF FOREIGN AFFAIRS AND TRADE AUSTRALIA - OFF COLLECTORS RECEIPTS ACCT","330,000","329,875","-125","21,206"
"2615","Implementation of Umoja (UN ERP) Project","A140","Approved","FNE","788,500","1-Jun-14","30-Jun-15","GLOBAL","Management and Operations","Management","","149,905","0","-149,905","0"
"2617","Strengthening Partnerships for Habitat III: Focus on the Asia Pacific Region","A130","Approved","FSE","439,850","1-Jun-14","31-Dec-17","Regional - Asia","External Relations","Advocacy, Research and Capacity Development","PM of Sweden to the United Nations, Swedish International Development Cooperation Agency (SIDA) , , PM OF SWEDEN TO THE UNITED NATIONS","595,925","197,209","-398,716","39,349"
"2621","Support to Low Carbon Climate Resilient Development for Poverty Reduction in Kenya Joint Programme- Catalysing Low Carbon Transport in Kenya","P-14-06-24-32","Approved","FWS","90,059","1-Apr-14","31-Dec-16","Kenya","Urban Basic Services","Urban Basic Services, Urban Economy, Urban Planning and Design","UNDP Multi Donor Trust Fund Office, , GROUP OF SPONSORS","70,380","0","-70,380","3,230"
"","","","","","","","","","","","","","","",""
"2631","Sweden Funded JPO- Pontus Westerberg","P-14-07-08-38","Pending Approval","FJO","300,877","15-May-12","15-May-15","","","","","0","0","0","0"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"2928","Participatory Slum Upgrading Programme in ACP Countries ( Djibouti Funding)","P-15-06-16-85","Pending Approval","QXB","120,000","23-Apr-12","31-Dec-15","","Housing and Slum Upgrading","Housing and Slum Upgrading","","0","0","0","0"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"2973","Enhancing the Role of Union of Municipalities to Respond to Refugees' and Host Communities' Needs","P-15-11-18-67","Pending Approval","QXB","3,559,822","1-Sep-13","28-Feb-14","","Regional Office for Arab States","Housing and Slum Upgrading, Risk Reduction and Rehabilitation, Urban Basic Services","","0","0","0","0"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"2997","Promoting Integrated and Sustainable Urban Development through Networks ) Humble Bundle_Mojang AB Funding","P-16-01-18-4","Pending Approval","FOD","70,775","1-Jan-12","31-Dec-18","","","Advocacy","","0","0","0","0"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
